time,pm2.5,pm10
0.1554241180419922,0.7,0.7
1.1563701629638672,0.7,0.7
2.1568124294281006,0.7,0.7
3.1571044921875,0.7,0.7
4.157537460327148,0.7,0.7
5.157959461212158,0.8,0.8
6.158302307128906,0.7,0.7
7.158823728561401,0.7,0.7
8.159173488616943,0.7,0.7
9.159536361694336,0.7,0.7
10.160056114196777,0.7,0.7
11.160458087921143,0.7,0.7
12.16075849533081,0.7,0.7
13.16130018234253,0.7,0.7
14.161834478378296,0.7,0.7
15.16236686706543,0.7,0.7
16.16289448738098,0.7,0.7
17.163421392440796,0.7,0.7
18.163959980010986,0.7,0.7
19.164480209350586,0.7,0.7
20.16501474380493,0.7,0.7
21.165342807769775,0.7,0.7
22.16592764854431,0.7,0.7
23.166435956954956,0.7,0.7
24.167100191116333,0.7,0.7
25.167696475982666,0.7,0.7
26.168152332305908,0.7,0.7
27.16886043548584,0.7,0.7
28.16942834854126,0.7,0.8
29.16989827156067,0.7,0.8
30.170257806777954,0.7,0.7
31.171026706695557,0.7,0.8
32.1713182926178,0.7,0.8
33.17184019088745,0.7,0.7
34.17257356643677,0.7,0.7
35.17312526702881,0.7,0.7
36.173619747161865,0.7,0.7
37.17416501045227,0.7,0.7
38.17451763153076,0.7,0.8
39.17501449584961,0.7,0.7
40.17542052268982,0.7,0.8
41.17595195770264,0.7,0.7
42.17649579048157,0.7,0.7
43.17697525024414,0.7,0.7
44.177531242370605,0.7,0.7
45.17804741859436,0.7,0.7
46.178590536117554,0.7,0.8
47.17911171913147,0.7,0.8
48.17948365211487,0.7,0.8
49.18012356758118,0.8,0.8
50.18053936958313,0.8,0.8
51.18091440200806,0.8,0.8
52.1814079284668,0.8,0.8
53.181801557540894,0.8,0.8
54.182334899902344,0.8,0.8
55.1830267906189,0.8,0.8
56.18338108062744,0.8,0.8
57.18399620056152,0.8,0.8
58.18461537361145,0.8,0.8
59.185144901275635,0.8,1.1
60.18574380874634,0.8,1.1
61.18621778488159,0.9,1.1
62.18640208244324,0.9,1.2
63.18709444999695,0.9,1.2
64.18754029273987,0.9,1.2
65.18801379203796,0.9,1.2
66.18838810920715,0.9,1.2
67.18889999389648,0.9,1.3
68.18929386138916,0.9,1.3
69.18981075286865,0.9,1.3
70.1903281211853,0.9,1.3
71.19088792800903,0.9,1.3
72.1914632320404,1.0,1.6
73.1921136379242,1.0,2.1
74.19272470474243,1.0,2.1
75.19318556785583,1.0,2.1
76.19371700286865,1.0,2.1
77.19442701339722,1.0,2.1
78.19496583938599,1.0,2.2
79.1953194141388,1.1,2.8
80.19589900970459,1.1,3.0
81.19644212722778,1.2,3.6
82.19715213775635,1.3,3.7
83.19767117500305,1.3,3.7
84.19818329811096,1.3,3.9
85.19887471199036,1.3,4.1
86.1994240283966,1.3,4.3
87.19996953010559,1.4,4.6
88.20066952705383,1.5,4.7
89.20102429389954,1.6,4.4
90.20157766342163,1.7,4.8
91.2021210193634,1.8,4.9
92.20264792442322,1.9,5.0
93.20320153236389,1.9,5.1
94.20373511314392,2.0,5.2
95.20421886444092,2.0,5.3
96.20482563972473,2.2,5.5
97.20560717582703,2.2,5.5
98.20607542991638,2.2,5.6
99.20674753189087,2.3,5.7
100.20745396614075,2.4,5.8
101.20829772949219,2.5,5.9
102.20871162414551,2.5,5.6
103.20940446853638,2.5,5.4
104.21013855934143,2.6,5.4
105.2108199596405,2.7,6.0
106.2115318775177,2.9,6.3
107.21220088005066,3.1,7.0
108.2127754688263,3.2,7.3
109.21348929405212,3.3,6.9
110.21402215957642,3.5,7.2
111.2147307395935,3.8,7.0
112.21552777290344,4.2,7.9
113.2158579826355,4.5,8.4
114.2163987159729,5.0,8.8
115.21693563461304,5.5,9.3
116.21743750572205,5.9,9.5
117.21780109405518,6.3,9.9
118.21850967407227,6.5,10.1
119.21895956993103,6.9,10.4
120.21929121017456,7.2,10.7
121.21985030174255,7.4,11.1
122.22038269042969,7.8,11.4
123.22072458267212,8.1,11.8
124.22131538391113,8.5,12.2
125.22165489196777,8.8,12.5
126.22212743759155,9.2,12.8
