time,pm2.5,pm10
0.9994602203369141,11.4,81.3
1.9999892711639404,13.5,99.6
3.000248432159424,15.8,115.2
4.001335859298706,19.0,136.4
5.002159357070923,22.8,158.5
6.002647876739502,26.4,179.5
7.003326654434204,31.0,205.3
8.004012107849121,35.7,232.9
9.00467300415039,39.9,255.8
10.005391597747803,43.8,280.1
11.006085872650146,48.3,310.1
12.006758451461792,52.5,337.3
13.007385969161987,56.8,362.7
14.008325576782227,61.6,389.6
15.009068250656128,66.9,420.4
16.009725093841553,72.4,454.4
17.010573387145996,77.6,486.5
18.01126980781555,83.1,519.4
19.011993408203125,90.1,561.6
20.012874364852905,95.7,599.0
21.013564348220825,101.9,635.0
22.01423978805542,108.4,671.7
23.01515007019043,115.8,704.6
24.015788078308105,122.3,741.5
25.01650381088257,131.3,782.4
26.017208576202393,139.5,818.5
27.017866611480713,146.4,853.6
28.018725872039795,154.1,888.8
29.01962161064148,161.9,922.4
30.020500421524048,169.4,955.9
31.021171808242798,176.2,980.2
32.02214050292969,183.4,1012.0
33.0229127407074,191.7,1050.4
34.02360916137695,198.2,1076.5
35.02453565597534,204.9,1107.8
36.02518010139465,211.8,1145.3
37.02588391304016,217.6,1175.5
38.026719093322754,224.5,1206.3
39.027427673339844,231.7,1239.7
40.028298139572144,239.8,1276.2
41.028971672058105,248.2,1310.2
42.029813051223755,255.4,1336.4
43.030545711517334,264.3,1380.3
44.03137397766113,271.6,1420.5
45.032179832458496,278.3,1451.2
46.03304100036621,286.1,1482.6
47.03386163711548,292.8,1512.6
48.03455400466919,300.8,1548.6
49.03543043136597,308.7,1575.2
50.03614354133606,316.2,1607.1
51.03700375556946,323.4,1641.2
52.03769516944885,330.9,1673.7
53.03859829902649,339.3,1713.9
54.03925704956055,347.3,1746.5
55.040130615234375,354.0,1783.7
56.040831089019775,360.5,1812.8
57.041529178619385,366.6,1840.6
58.0423104763031,374.8,1878.3
59.04293394088745,381.4,1916.2
60.04348182678223,388.3,1948.0
61.04450178146362,396.0,1986.2
62.04520225524902,402.3,1999.9
63.046090841293335,408.9,1999.9
64.04676246643066,416.6,1999.9
65.04746270179749,425.1,1999.9
66.04818439483643,434.1,1999.9
67.04889798164368,443.5,1999.9
68.04953837394714,449.1,1999.9
69.05024528503418,455.7,1999.9
70.05078554153442,462.7,1999.9
71.05152893066406,468.9,1999.9
72.05223822593689,476.6,1999.9
73.05289149284363,484.3,1999.9
74.05375099182129,489.9,1999.9
75.05448818206787,496.2,1999.9
76.05515575408936,504.3,1999.9
77.05593872070312,512.4,1999.9
78.05661177635193,518.8,1999.9
79.05745935440063,523.7,1999.9
80.05814671516418,529.9,1999.9
81.05882930755615,536.6,1999.9
82.05956840515137,542.6,1999.9
83.06025338172913,547.8,1999.9
84.06092023849487,553.6,1999.9
85.0618166923523,557.0,1999.9
86.0625672340393,562.0,1999.9
87.06320643424988,568.2,1999.9
88.06384348869324,573.9,1999.9
89.06488275527954,579.9,1999.9
90.06566405296326,584.1,1999.9
91.0664963722229,589.0,1999.9
92.06738638877869,594.6,1999.9
93.06827044487,598.3,1999.9
94.06893563270569,603.9,1999.9
95.06986832618713,606.5,1999.9
96.0707221031189,609.4,1999.9
97.07158136367798,612.6,1999.9
98.07251954078674,618.1,1999.9
99.07333993911743,622.4,1999.9
100.07421207427979,625.2,1999.9
101.07509350776672,629.8,1999.9
102.07596683502197,633.2,1999.9
103.07684588432312,635.1,1999.9
104.07772850990295,640.1,1999.9
105.0787467956543,645.9,1999.9
106.0796308517456,648.0,1999.9
107.08053469657898,651.8,1999.9
108.0811858177185,657.5,1999.9
109.08198428153992,662.0,1999.9
110.08277487754822,667.5,1999.9
111.08349776268005,671.2,1999.9
112.08433699607849,674.7,1999.9
113.085214138031,677.3,1999.9
114.08608031272888,680.8,1999.9
115.08700299263,685.3,1999.9
116.0878803730011,689.1,1999.9
117.08872079849243,692.5,1999.9
118.08939981460571,695.0,1999.9
119.09029817581177,697.2,1999.9
120.09102845191956,701.2,1999.9
121.09172511100769,703.9,1999.9
122.09261178970337,707.5,1999.9
123.09325695037842,711.5,1999.9
124.09400749206543,713.4,1999.9
125.09501481056213,715.9,1999.9
126.0957624912262,718.1,1999.9
127.09661650657654,720.4,1999.9
128.0974690914154,723.3,1999.9
129.09833812713623,724.1,1999.9
130.0992238521576,726.2,1999.9
131.10012459754944,727.8,1999.9
132.1008059978485,728.9,1999.9
133.10167741775513,730.3,1999.9
134.1023976802826,731.1,1999.9
135.1030888557434,730.7,1999.9
136.1039535999298,731.1,1999.9
137.1046712398529,731.0,1999.9
138.10551929473877,728.8,1999.9
139.10641431808472,728.2,1999.9
140.10728287696838,727.6,1999.9
141.1081507205963,727.4,1999.9
142.10905575752258,726.2,1999.9
143.10988450050354,724.4,1999.9
144.11059999465942,723.7,1999.9
145.1114776134491,723.1,1999.9
146.11237239837646,720.6,1999.9
147.11308240890503,719.9,1999.9
148.11394143104553,718.2,1999.9
149.11486315727234,716.7,1999.9
150.11552619934082,715.3,1999.9
151.11640548706055,715.7,1999.9
152.1171417236328,714.0,1999.9
153.1179735660553,712.0,1999.9
154.11885833740234,710.0,1999.9
155.11975598335266,709.9,1999.9
156.12052989006042,708.6,1999.9
157.12117552757263,707.6,1999.9
158.1220817565918,704.0,1999.9
159.12275910377502,704.4,1999.9
160.1236057281494,703.7,1999.9
161.12447953224182,702.8,1999.9
162.12521362304688,702.7,1999.9
163.125883102417,702.1,1999.9
164.12762141227722,702.0,1999.9
165.12867403030396,700.7,1999.9
