time,pm2.5,pm10
0.9615223407745361,0.1,0.1
1.962256669998169,0.1,0.1
2.962932586669922,0.1,0.1
3.964623212814331,0.1,0.1
4.964364528656006,0.1,0.1
5.964934587478638,0.1,0.1
6.965723991394043,0.1,0.1
7.966325044631958,0.1,0.1
8.96669054031372,0.1,0.1
9.967150688171387,0.2,0.2
10.967512369155884,0.1,0.1
11.968059062957764,0.1,0.1
12.968383550643921,0.1,0.1
13.968890190124512,0.1,0.1
14.969218492507935,0.1,0.1
15.96972370147705,0.1,0.1
16.970123052597046,0.1,0.1
17.970457315444946,0.1,0.1
18.970827102661133,0.1,0.1
19.97133731842041,0.1,0.1
20.971652030944824,0.1,0.1
21.972155570983887,0.1,0.1
22.972283840179443,0.1,0.1
23.972663402557373,0.1,0.1
24.973207235336304,0.1,0.1
25.97368025779724,0.1,0.1
26.974199771881104,0.1,0.1
27.974767446517944,0.1,0.1
28.975236177444458,0.1,0.1
29.97557544708252,0.1,0.1
30.976182460784912,0.1,0.1
31.97650980949402,0.1,0.1
32.97694659233093,0.1,0.1
33.97727298736572,0.1,0.1
34.9778151512146,0.1,0.1
35.978140115737915,0.1,0.1
36.978713512420654,0.1,0.1
37.97900748252869,0.1,0.1
38.97958755493164,0.1,0.1
39.98003363609314,0.1,0.1
40.98040437698364,0.1,0.1
41.98075318336487,0.1,0.1
42.98123216629028,0.1,0.1
43.98157548904419,0.1,0.1
44.982144355773926,0.1,0.1
45.98245978355408,0.1,0.1
46.98281407356262,0.1,0.1
47.98315143585205,0.1,0.1
48.9835090637207,0.1,0.1
49.98383355140686,0.1,0.2
50.984355449676514,0.1,0.2
51.98465943336487,0.1,0.2
52.98505926132202,0.2,0.2
53.985289096832275,0.2,0.2
54.98583507537842,0.1,0.2
55.986971855163574,0.1,0.3
56.987330198287964,0.1,0.3
57.987687826156616,0.1,0.3
58.9880166053772,0.3,1.2
59.988197803497314,1.0,6.3
60.988537549972534,2.6,15.5
61.98886227607727,3.5,22.0
62.989105463027954,3.9,23.5
63.98957538604736,5.2,32.3
64.98973727226257,6.8,42.0
65.99013471603394,9.2,58.3
66.99044442176819,12.9,78.0
67.9906108379364,16.0,95.7
68.99096465110779,20.0,118.4
