time,pm2.5,pm10
0.4318239688873291,16.8,115.3
1.43324613571167,19.5,132.3
2.434288263320923,21.9,150.5
3.435223340988159,24.3,167.8
4.436140060424805,28.1,193.5
5.437172174453735,31.1,213.6
6.438231706619263,35.8,241.8
7.439090013504028,40.5,270.5
8.440184354782104,45.1,300.6
9.441282749176025,51.3,334.0
10.442108154296875,56.5,367.3
11.443151712417603,62.0,399.8
12.444176435470581,69.1,437.8
13.4450843334198,75.4,471.7
14.445982694625854,82.2,507.9
15.447082757949829,90.4,550.2
16.44789409637451,96.6,584.9
17.448762893676758,103.2,624.3
18.450042724609375,109.7,664.2
19.451069831848145,117.6,706.2
20.451972007751465,126.8,751.3
21.45303726196289,135.4,796.2
22.454063892364502,142.8,838.4
23.455145597457886,150.7,879.5
24.456201791763306,159.7,917.4
25.457091569900513,167.3,952.5
26.458128452301025,173.8,990.0
27.459383010864258,181.3,1028.7
28.460380792617798,189.4,1062.1
29.461310386657715,195.9,1088.6
30.46222233772278,202.5,1116.3
31.463355779647827,211.4,1155.6
32.46430826187134,218.9,1187.5
33.465322732925415,228.1,1225.9
34.466200828552246,236.0,1261.4
35.46708059310913,244.3,1300.3
36.468101263046265,252.4,1330.5
37.468987226486206,259.5,1360.4
38.469900369644165,268.5,1399.1
39.47079658508301,275.2,1435.0
40.4716522693634,283.6,1477.6
41.47254014015198,292.1,1514.1
42.47344207763672,299.0,1555.3
43.47435116767883,306.0,1589.8
44.47517204284668,312.7,1622.6
45.47622537612915,317.2,1649.8
46.4771044254303,326.3,1689.1
47.4779839515686,334.4,1723.2
48.47884750366211,344.3,1762.9
49.47981023788452,350.4,1789.6
50.480652809143066,356.3,1817.1
51.48151636123657,363.7,1852.2
52.482393741607666,370.4,1884.0
53.48330760002136,377.8,1915.0
54.484394550323486,382.8,1949.0
55.485271692276,389.7,1985.4
56.4861216545105,396.3,1999.9
57.48717403411865,406.4,1999.9
58.488093852996826,413.3,1999.9
59.488917112350464,419.0,1999.9
60.489954710006714,427.9,1999.9
61.490686893463135,433.8,1999.9
62.491549491882324,442.5,1999.9
63.492477893829346,447.9,1999.9
64.49335289001465,454.3,1999.9
65.49427580833435,461.6,1999.9
66.49511170387268,465.5,1999.9
67.49584221839905,472.5,1999.9
68.49685049057007,476.3,1999.9
69.49776721000671,481.4,1999.9
70.49863123893738,486.9,1999.9
71.49949526786804,492.3,1999.9
72.50039863586426,497.0,1999.9
73.50103402137756,503.8,1999.9
74.50196051597595,508.5,1999.9
75.5028727054596,514.1,1999.9
76.50374269485474,517.9,1999.9
77.50454664230347,525.1,1999.9
78.50531244277954,529.9,1999.9
79.50603723526001,535.6,1999.9
80.50672197341919,540.1,1999.9
81.50764656066895,544.0,1999.9
82.50848269462585,550.1,1999.9
83.50935387611389,555.9,1999.9
